35;CP0035;Radiador;Bujía para motores de combustión interna;Magneti Marelli;114,16;448
36;CP0036;Bujía;Alternador de 120A para vehículos ligeros;NGK;21,18;21
37;CP0037;Bujía;Bujía para motores de combustión interna;Denso;116,3;437
38;CP0038;Correa de distribución;Disco de freno ventilado;Monroe;147,89;149
39;CP0039;Bujía;Alternador de 120A para vehículos ligeros;Delphi;391,47;185
40;CP0040;Radiador;Filtro de aire para motor de gasolina;NGK;285;411
41;CP0041;Radiador;Pastillas de freno para automóviles compactos;Varta;387,41;347
42;CP0042;Turbocompresor;Correa de distribución de alta resistencia;Delphi;250,18;161
43;CP0043;Batería;Pastillas de freno para automóviles compactos;Monroe;257,85;219
44;CP0044;Filtro de aire;Bujía para motores de combustión interna;Brembo;288,49;379
45;CP0045;Alternador;Alternador de 120A para vehículos ligeros;NGK;137,61;60
46;CP0046;Disco de freno;Batería de 12V para coche eléctrico;Bosch;273,84;49
47;CP0047;Bujía;Radiador para sistema de enfriamiento;Varta;495,49;436
48;CP0048;Correa de distribución;Turbocompresor para motores diésel;Valeo;273,31;389
49;CP0049;Bujía;Correa de distribución de alta resistencia;Mahle;379,61;456
50;CP0050;Disco de freno;Bujía para motores de combustión interna;Valeo;381,2;24
51;CP0051;Batería;Radiador para sistema de enfriamiento;Monroe;223,48;5
52;CP0052;Turbocompresor;Disco de freno ventilado;Brembo;113,18;437
53;CP0053;Radiador;Correa de distribución de alta resistencia;Denso;215,45;71
54;CP0054;Turbocompresor;Radiador para sistema de enfriamiento;Mahle;369,31;340
55;CP0055;Amortiguador;Alternador de 120A para vehículos ligeros;Denso;328,57;332
56;CP0056;Bujía;Disco de freno ventilado;Monroe;127,53;88
57;CP0057;Filtro de aire;Filtro de aire para motor de gasolina;Brembo;438,03;169
58;CP0058;Amortiguador;Turbocompresor para motores diésel;Delphi;20,95;184
59;CP0059;Batería;Bujía para motores de combustión interna;Magneti Marelli;135,09;458
60;CP0060;Bujía;Amortiguador hidráulico para suspensión delantera;Delphi;431,79;225
61;CP0061;Amortiguador;Batería de 12V para coche eléctrico;Delphi;48,06;490
62;CP0062;Bujía;Amortiguador hidráulico para suspensión delantera;Varta;433,32;319
63;CP0063;Correa de distribución;Bujía para motores de combustión interna;Delphi;63,11;138
64;CP0064;Batería;Correa de distribución de alta resistencia;Bosch;406,89;450
65;CP0065;Alternador;Bujía para motores de combustión interna;NGK;108,89;376
66;CP0066;Radiador;Bujía para motores de combustión interna;Valeo;370,12;48
67;CP0067;Pastillas de freno;Alternador de 120A para vehículos ligeros;Magneti Marelli;346,12;191
68;CP0068;Radiador;Pastillas de freno para automóviles compactos;Delphi;431,22;418
69;CP0069;Radiador;Batería de 12V para coche eléctrico;Monroe;307,08;176
70;CP0070;Amortiguador;Filtro de aire para motor de gasolina;Monroe;216,94;94
71;CP0071;Batería;Filtro de aire para motor de gasolina;Mahle;309,99;59
72;CP0072;Bujía;Radiador para sistema de enfriamiento;Denso;393,5;206
73;CP0073;Turbocompresor;Filtro de aire para motor de gasolina;Bosch;407,7;205
74;CP0074;Pastillas de freno;Batería de 12V para coche eléctrico;Bosch;403,69;493
75;CP0075;Disco de freno;Radiador para sistema de enfriamiento;Varta;287,19;234
76;CP0076;Amortiguador;Radiador para sistema de enfriamiento;Delphi;268,48;140
77;CP0077;Pastillas de freno;Correa de distribución de alta resistencia;Mahle;300,44;428
78;CP0078;Alternador;Pastillas de freno para automóviles compactos;Delphi;88,35;198
79;CP0079;Correa de distribución;Amortiguador hidráulico para suspensión delantera;Varta;489,61;354
80;CP0080;Batería;Disco de freno ventilado;Magneti Marelli;149,85;436
81;CP0081;Disco de freno;Correa de distribución de alta resistencia;Bosch;288,5;245
82;CP0082;Amortiguador;Turbocompresor para motores diésel;NGK;476,44;410
83;CP0083;Radiador;Pastillas de freno para automóviles compactos;Valeo;259,64;216
84;CP0084;Filtro de aire;Pastillas de freno para automóviles compactos;Brembo;450,58;333
85;CP0085;Amortiguador;Pastillas de freno para automóviles compactos;Varta;408,51;454
86;CP0086;Filtro de aire;Bujía para motores de combustión interna;Denso;72,12;409
87;CP0087;Radiador;Turbocompresor para motores diésel;Valeo;376,3;86
88;CP0088;Correa de distribución;Correa de distribución de alta resistencia;Denso;208,74;58
89;CP0089;Batería;Turbocompresor para motores diésel;Bosch;34,35;68
90;CP0090;Bujía;Amortiguador hidráulico para suspensión delantera;Valeo;142,28;357
91;CP0091;Amortiguador;Alternador de 120A para vehículos ligeros;Bosch;329,67;372
92;CP0092;Turbocompresor;Turbocompresor para motores diésel;Mahle;352,21;31
93;CP0093;Radiador;Pastillas de freno para automóviles compactos;Magneti Marelli;70,68;483
94;CP0094;Amortiguador;Amortiguador hidráulico para suspensión delantera;Monroe;77,39;433
95;CP0095;Alternador;Alternador de 120A para vehículos ligeros;Denso;164,44;82
96;CP0096;Correa de distribución;Batería de 12V para coche eléctrico;Magneti Marelli;127,54;54
97;CP0097;Alternador;Alternador de 120A para vehículos ligeros;Varta;422,56;214
98;CP0098;Pastillas de freno;Batería de 12V para coche eléctrico;NGK;199,39;467
99;CP0099;Batería;Filtro de aire para motor de gasolina;Valeo;75,37;303
100;CP0100;Pastillas de freno;Alternador de 120A para vehículos ligeros;Magneti Marelli;318,04;248
101;CP0101;Amortiguador;Batería de 12V para coche eléctrico;Delphi;315,77;411
102;CP0102;Disco de freno;Disco de freno ventilado;Magneti Marelli;190,71;292
103;CP0103;Disco de freno;Pastillas de freno para automóviles compactos;Varta;42,38;348
104;CP0104;Batería;Bujía para motores de combustión interna;Mahle;398,33;225
105;CP0105;Turbocompresor;Alternador de 120A para vehículos ligeros;Mahle;385,6;93
106;CP0106;Correa de distribución;Radiador para sistema de enfriamiento;NGK;204,41;313
107;CP0107;Turbocompresor;Turbocompresor para motores diésel;Brembo;376,15;195
108;CP0108;Correa de distribución;Batería de 12V para coche eléctrico;NGK;348,88;399
109;CP0109;Radiador;Correa de distribución de alta resistencia;Valeo;439,27;184
110;CP0110;Amortiguador;Batería de 12V para coche eléctrico;Denso;230,07;314
111;CP0111;Pastillas de freno;Alternador de 120A para vehículos ligeros;Denso;246,58;15
112;CP0112;Disco de freno;Batería de 12V para coche eléctrico;Magneti Marelli;293,07;442
113;CP0113;Alternador;Amortiguador hidráulico para suspensión delantera;Denso;435,11;351
114;CP0114;Bujía;Correa de distribución de alta resistencia;Brembo;424,35;451
115;CP0115;Filtro de aire;Alternador de 120A para vehículos ligeros;Monroe;51,11;430
116;CP0116;Bujía;Bujía para motores de combustión interna;Mahle;486,21;373
117;CP0117;Pastillas de freno;Amortiguador hidráulico para suspensión delantera;Magneti Marelli;319,25;499
118;CP0118;Pastillas de freno;Correa de distribución de alta resistencia;Valeo;350,16;457
119;CP0119;Correa de distribución;Turbocompresor para motores diésel;Magneti Marelli;425,8;67
120;CP0120;Turbocompresor;Radiador para sistema de enfriamiento;Bosch;398,86;248
121;CP0121;Bujía;Turbocompresor para motores diésel;Bosch;201,87;472
122;CP0122;Correa de distribución;Batería de 12V para coche eléctrico;Bosch;484,22;250
123;CP0123;Correa de distribución;Batería de 12V para coche eléctrico;Brembo;413,3;58
124;CP0124;Turbocompresor;Filtro de aire para motor de gasolina;Denso;249,88;455
125;CP0125;Alternador;Correa de distribución de alta resistencia;Delphi;164,82;211
126;CP0126;Disco de freno;Batería de 12V para coche eléctrico;Magneti Marelli;145,38;226
127;CP0127;Batería;Filtro de aire para motor de gasolina;Delphi;275,92;24
128;CP0128;Disco de freno;Turbocompresor para motores diésel;Brembo;69,64;33
129;CP0129;Filtro de aire;Filtro de aire para motor de gasolina;Mahle;426,95;134
130;CP0130;Bujía;Turbocompresor para motores diésel;Magneti Marelli;395,21;336
131;CP0131;Disco de freno;Alternador de 120A para vehículos ligeros;Brembo;447,61;161
132;CP0132;Batería;Batería de 12V para coche eléctrico;Denso;382,32;7
133;CP0133;Radiador;Amortiguador hidráulico para suspensión delantera;Mahle;27,74;361
134;CP0134;Bujía;Turbocompresor para motores diésel;Denso;314,96;445
135;CP0135;Batería;Radiador para sistema de enfriamiento;Brembo;419,17;348
136;CP0136;Correa de distribución;Amortiguador hidráulico para suspensión delantera;Valeo;13,06;269
137;CP0137;Pastillas de freno;Amortiguador hidráulico para suspensión delantera;Mahle;465,07;393
138;CP0138;Alternador;Turbocompresor para motores diésel;Varta;83,2;381
139;CP0139;Filtro de aire;Batería de 12V para coche eléctrico;Mahle;230,98;296
140;CP0140;Batería;Pastillas de freno para automóviles compactos;Denso;495,96;371
141;CP0141;Disco de freno;Bujía para motores de combustión interna;Magneti Marelli;216,76;290
142;CP0142;Pastillas de freno;Filtro de aire para motor de gasolina;Magneti Marelli;497,87;115
143;CP0143;Disco de freno;Batería de 12V para coche eléctrico;Magneti Marelli;455,16;490
144;CP0144;Bujía;Alternador de 120A para vehículos ligeros;Delphi;441,66;343
145;CP0145;Batería;Filtro de aire para motor de gasolina;Mahle;154,42;448
146;CP0146;Disco de freno;Turbocompresor para motores diésel;Varta;437,84;174
147;CP0147;Turbocompresor;Radiador para sistema de enfriamiento;Delphi;438,91;266
148;CP0148;Amortiguador;Pastillas de freno para automóviles compactos;Bosch;51,2;268
149;CP0149;Pastillas de freno;Bujía para motores de combustión interna;Denso;183,42;353
150;CP0150;Radiador;Batería de 12V para coche eléctrico;Denso;45,8;359
151;CP0151;Pastillas de freno;Radiador para sistema de enfriamiento;NGK;333,93;317
152;CP0152;Disco de freno;Correa de distribución de alta resistencia;Valeo;326,21;49
153;CP0153;Disco de freno;Pastillas de freno para automóviles compactos;Mahle;30,63;222
154;CP0154;Filtro de aire;Amortiguador hidráulico para suspensión delantera;Varta;314,67;339
155;CP0155;Turbocompresor;Pastillas de freno para automóviles compactos;Bosch;364,36;373
156;CP0156;Radiador;Disco de freno ventilado;Mahle;378,84;128
157;CP0157;Alternador;Radiador para sistema de enfriamiento;Delphi;217,47;247
158;CP0158;Filtro de aire;Disco de freno ventilado;Varta;50,14;178
159;CP0159;Bujía;Disco de freno ventilado;Mahle;52,12;340
160;CP0160;Radiador;Batería de 12V para coche eléctrico;Mahle;110,64;347
161;CP0161;Batería;Pastillas de freno para automóviles compactos;Monroe;43,58;329
162;CP0162;Amortiguador;Batería de 12V para coche eléctrico;Bosch;298,87;198
163;CP0163;Filtro de aire;Alternador de 120A para vehículos ligeros;Mahle;262,12;77
164;CP0164;Amortiguador;Batería de 12V para coche eléctrico;Delphi;225,31;430
165;CP0165;Turbocompresor;Radiador para sistema de enfriamiento;Brembo;8,99;424
166;CP0166;Bujía;Bujía para motores de combustión interna;Magneti Marelli;175,07;286
167;CP0167;Bujía;Alternador de 120A para vehículos ligeros;Mahle;64,69;457
168;CP0168;Alternador;Bujía para motores de combustión interna;Valeo;430,87;314
169;CP0169;Bujía;Pastillas de freno para automóviles compactos;Brembo;348,55;28
170;CP0170;Disco de freno;Amortiguador hidráulico para suspensión delantera;Monroe;241,46;6
171;CP0171;Pastillas de freno;Correa de distribución de alta resistencia;Bosch;118,33;330
172;CP0172;Pastillas de freno;Disco de freno ventilado;Mahle;49,22;479
173;CP0173;Alternador;Radiador para sistema de enfriamiento;NGK;403,95;81
174;CP0174;Disco de freno;Bujía para motores de combustión interna;Monroe;56,08;259
175;CP0175;Pastillas de freno;Correa de distribución de alta resistencia;Bosch;186,94;435
176;CP0176;Batería;Filtro de aire para motor de gasolina;Delphi;153,13;241
177;CP0177;Disco de freno;Batería de 12V para coche eléctrico;Denso;194,45;437
178;CP0178;Turbocompresor;Disco de freno ventilado;Valeo;407,62;254
179;CP0179;Correa de distribución;Bujía para motores de combustión interna;Brembo;437,88;446
180;CP0180;Amortiguador;Alternador de 120A para vehículos ligeros;Valeo;322,58;85
181;CP0181;Disco de freno;Radiador para sistema de enfriamiento;Monroe;340,18;39
182;CP0182;Amortiguador;Batería de 12V para coche eléctrico;Valeo;38,86;385
183;CP0183;Batería;Turbocompresor para motores diésel;Magneti Marelli;283,83;252
184;CP0184;Correa de distribución;Correa de distribución de alta resistencia;Mahle;307,11;165
185;CP0185;Radiador;Radiador para sistema de enfriamiento;Delphi;86,24;124
186;CP0186;Alternador;Bujía para motores de combustión interna;Bosch;178,84;170
187;CP0187;Disco de freno;Amortiguador hidráulico para suspensión delantera;Brembo;110,46;497
188;CP0188;Alternador;Alternador de 120A para vehículos ligeros;Magneti Marelli;375,39;143
189;CP0189;Bujía;Filtro de aire para motor de gasolina;Monroe;460,35;26
190;CP0190;Amortiguador;Turbocompresor para motores diésel;Magneti Marelli;309,96;260
191;CP0191;Amortiguador;Disco de freno ventilado;Denso;223,98;115
192;CP0192;Bujía;Radiador para sistema de enfriamiento;Delphi;112,54;282
193;CP0193;Radiador;Turbocompresor para motores diésel;Magneti Marelli;448,81;330
194;CP0194;Filtro de aire;Amortiguador hidráulico para suspensión delantera;Valeo;74,31;194
195;CP0195;Turbocompresor;Bujía para motores de combustión interna;Denso;65,96;207
196;CP0196;Disco de freno;Alternador de 120A para vehículos ligeros;Brembo;366,35;419
197;CP0197;Amortiguador;Batería de 12V para coche eléctrico;Delphi;179,01;121
198;CP0198;Turbocompresor;Correa de distribución de alta resistencia;Magneti Marelli;217,55;41
199;CP0199;Amortiguador;Bujía para motores de combustión interna;Denso;396,58;236
200;CP0200;Filtro de aire;Pastillas de freno para automóviles compactos;Magneti Marelli;127,65;228
201;CP0201;Bujía;Filtro de aire para motor de gasolina;Denso;324,09;411
202;CP0202;Filtro de aire;Filtro de aire para motor de gasolina;Varta;127,84;294
203;CP0203;Amortiguador;Batería de 12V para coche eléctrico;Mahle;302,49;230
204;CP0204;Bujía;Alternador de 120A para vehículos ligeros;Delphi;361,98;46
205;CP0205;Filtro de aire;Bujía para motores de combustión interna;Monroe;146,04;439
206;CP0206;Radiador;Bujía para motores de combustión interna;Monroe;470,93;256
207;CP0207;Bujía;Amortiguador hidráulico para suspensión delantera;Varta;18,28;229
208;CP0208;Disco de freno;Disco de freno ventilado;Magneti Marelli;424,3;162
209;CP0209;Amortiguador;Pastillas de freno para automóviles compactos;Varta;438,53;61
210;CP0210;Batería;Correa de distribución de alta resistencia;Monroe;106,7;255
211;CP0211;Alternador;Alternador de 120A para vehículos ligeros;Varta;305,43;382
212;CP0212;Amortiguador;Radiador para sistema de enfriamiento;Varta;98,38;335
213;CP0213;Disco de freno;Disco de freno ventilado;Monroe;198,92;10
214;CP0214;Pastillas de freno;Correa de distribución de alta resistencia;Delphi;324,85;53
215;CP0215;Turbocompresor;Turbocompresor para motores diésel;Denso;392,98;207
216;CP0216;Turbocompresor;Pastillas de freno para automóviles compactos;Delphi;397,92;212
217;CP0217;Alternador;Correa de distribución de alta resistencia;Denso;123,47;19
218;CP0218;Amortiguador;Bujía para motores de combustión interna;Magneti Marelli;196,01;286
219;CP0219;Alternador;Alternador de 120A para vehículos ligeros;Varta;124,34;282
220;CP0220;Correa de distribución;Turbocompresor para motores diésel;Varta;320,85;1
221;CP0221;Amortiguador;Correa de distribución de alta resistencia;NGK;40,15;423
222;CP0222;Bujía;Batería de 12V para coche eléctrico;Mahle;444,92;47
223;CP0223;Bujía;Filtro de aire para motor de gasolina;Magneti Marelli;10,97;406
224;CP0224;Correa de distribución;Radiador para sistema de enfriamiento;Valeo;183,74;310
225;CP0225;Radiador;Amortiguador hidráulico para suspensión delantera;Valeo;161,65;494
226;CP0226;Correa de distribución;Alternador de 120A para vehículos ligeros;Denso;196,48;317
227;CP0227;Correa de distribución;Alternador de 120A para vehículos ligeros;Brembo;420,29;327
228;CP0228;Alternador;Amortiguador hidráulico para suspensión delantera;Varta;213,33;156
229;CP0229;Filtro de aire;Radiador para sistema de enfriamiento;Bosch;275,45;456
230;CP0230;Bujía;Bujía para motores de combustión interna;Varta;90,52;261
231;CP0231;Filtro de aire;Radiador para sistema de enfriamiento;NGK;238,15;288
232;CP0232;Correa de distribución;Disco de freno ventilado;Denso;493,75;106
233;CP0233;Radiador;Radiador para sistema de enfriamiento;Delphi;41,13;336
234;CP0234;Bujía;Filtro de aire para motor de gasolina;Varta;295,74;344
235;CP0235;Amortiguador;Correa de distribución de alta resistencia;Delphi;11,83;234
236;CP0236;Amortiguador;Batería de 12V para coche eléctrico;Monroe;111,79;487
237;CP0237;Amortiguador;Amortiguador hidráulico para suspensión delantera;Monroe;461,68;175
238;CP0238;Disco de freno;Bujía para motores de combustión interna;Magneti Marelli;474,6;187
239;CP0239;Alternador;Alternador de 120A para vehículos ligeros;Varta;202;423
240;CP0240;Pastillas de freno;Bujía para motores de combustión interna;Magneti Marelli;146,81;28
241;CP0241;Correa de distribución;Amortiguador hidráulico para suspensión delantera;Varta;357,75;419
242;CP0242;Pastillas de freno;Turbocompresor para motores diésel;Brembo;384,72;115
243;CP0243;Batería;Filtro de aire para motor de gasolina;NGK;214,67;433
244;CP0244;Alternador;Filtro de aire para motor de gasolina;Mahle;204,13;233
245;CP0245;Amortiguador;Radiador para sistema de enfriamiento;Mahle;322,07;170
246;CP0246;Bujía;Amortiguador hidráulico para suspensión delantera;Monroe;271,14;287
247;CP0247;Alternador;Pastillas de freno para automóviles compactos;Monroe;80,58;393
248;CP0248;Disco de freno;Turbocompresor para motores diésel;Bosch;46,38;318
249;CP0249;Bujía;Amortiguador hidráulico para suspensión delantera;Magneti Marelli;44,12;308
250;CP0250;Filtro de aire;Bujía para motores de combustión interna;Monroe;460,86;243
251;CP0251;Disco de freno;Disco de freno ventilado;Monroe;487,29;367
252;CP0252;Filtro de aire;Amortiguador hidráulico para suspensión delantera;Bosch;81,91;337
253;CP0253;Bujía;Turbocompresor para motores diésel;NGK;166,74;187
254;CP0254;Amortiguador;Amortiguador hidráulico para suspensión delantera;Valeo;295,29;367
255;CP0255;Pastillas de freno;Amortiguador hidráulico para suspensión delantera;Denso;382,8;232
256;CP0256;Correa de distribución;Radiador para sistema de enfriamiento;Delphi;326,67;59
257;CP0257;Alternador;Pastillas de freno para automóviles compactos;NGK;323,36;50
258;CP0258;Alternador;Turbocompresor para motores diésel;Brembo;158,53;389
259;CP0259;Amortiguador;Filtro de aire para motor de gasolina;Bosch;221,56;338
260;CP0260;Correa de distribución;Batería de 12V para coche eléctrico;Magneti Marelli;476,95;114
261;CP0261;Filtro de aire;Pastillas de freno para automóviles compactos;Brembo;123,13;2
262;CP0262;Pastillas de freno;Pastillas de freno para automóviles compactos;Valeo;126,02;175
263;CP0263;Correa de distribución;Disco de freno ventilado;Delphi;462,69;182
264;CP0264;Filtro de aire;Batería de 12V para coche eléctrico;Delphi;62,41;425
265;CP0265;Correa de distribución;Pastillas de freno para automóviles compactos;Monroe;308,09;325
266;CP0266;Batería;Bujía para motores de combustión interna;Varta;32,24;494
267;CP0267;Alternador;Filtro de aire para motor de gasolina;Denso;334,71;410
268;CP0268;Batería;Pastillas de freno para automóviles compactos;Varta;330,74;150
269;CP0269;Correa de distribución;Filtro de aire para motor de gasolina;Bosch;91,94;281
270;CP0270;Disco de freno;Radiador para sistema de enfriamiento;NGK;11,27;268
271;CP0271;Alternador;Amortiguador hidráulico para suspensión delantera;Mahle;72,92;192
272;CP0272;Pastillas de freno;Turbocompresor para motores diésel;Monroe;10,62;360
273;CP0273;Amortiguador;Radiador para sistema de enfriamiento;Magneti Marelli;250,72;55
274;CP0274;Batería;Filtro de aire para motor de gasolina;Bosch;176,62;24
275;CP0275;Amortiguador;Pastillas de freno para automóviles compactos;Brembo;261,03;460
276;CP0276;Filtro de aire;Batería de 12V para coche eléctrico;Valeo;412,14;85
277;CP0277;Turbocompresor;Filtro de aire para motor de gasolina;Brembo;133,33;253
278;CP0278;Disco de freno;Pastillas de freno para automóviles compactos;Bosch;189,08;72
279;CP0279;Filtro de aire;Correa de distribución de alta resistencia;Valeo;376,14;421
280;CP0280;Radiador;Disco de freno ventilado;Delphi;437,36;368
281;CP0281;Filtro de aire;Bujía para motores de combustión interna;Brembo;367,8;381
282;CP0282;Filtro de aire;Bujía para motores de combustión interna;Varta;63,44;370
283;CP0283;Turbocompresor;Alternador de 120A para vehículos ligeros;Bosch;450,45;210
284;CP0284;Alternador;Alternador de 120A para vehículos ligeros;Bosch;170,83;55
285;CP0285;Disco de freno;Radiador para sistema de enfriamiento;Varta;217,52;131
286;CP0286;Disco de freno;Disco de freno ventilado;Mahle;264,31;313
287;CP0287;Pastillas de freno;Turbocompresor para motores diésel;Mahle;135,16;101
288;CP0288;Filtro de aire;Bujía para motores de combustión interna;NGK;487,65;97
289;CP0289;Disco de freno;Alternador de 120A para vehículos ligeros;Denso;315,63;62
290;CP0290;Bujía;Disco de freno ventilado;Varta;250,59;477
291;CP0291;Pastillas de freno;Amortiguador hidráulico para suspensión delantera;Delphi;257,84;437
292;CP0292;Bujía;Turbocompresor para motores diésel;Magneti Marelli;32,44;202
293;CP0293;Turbocompresor;Filtro de aire para motor de gasolina;Magneti Marelli;430,38;111
294;CP0294;Bujía;Disco de freno ventilado;Delphi;87,61;235
295;CP0295;Amortiguador;Batería de 12V para coche eléctrico;Brembo;82,87;423
296;CP0296;Correa de distribución;Alternador de 120A para vehículos ligeros;Magneti Marelli;387,8;401
297;CP0297;Bujía;Filtro de aire para motor de gasolina;Delphi;447,66;98
298;CP0298;Turbocompresor;Filtro de aire para motor de gasolina;Varta;338,69;367
299;CP0299;Amortiguador;Alternador de 120A para vehículos ligeros;Monroe;62,09;174
300;CP0300;Turbocompresor;Correa de distribución de alta resistencia;NGK;371,69;56
301;CP0301;Turbocompresor;Correa de distribución de alta resistencia;Denso;6,27;388
302;CP0302;Filtro de aire;Bujía para motores de combustión interna;Brembo;430,05;213
303;CP0303;Turbocompresor;Alternador de 120A para vehículos ligeros;Delphi;11,08;24
304;CP0304;Bujía;Alternador de 120A para vehículos ligeros;Varta;27,76;475
305;CP0305;Correa de distribución;Bujía para motores de combustión interna;Brembo;185,17;325
306;CP0306;Turbocompresor;Bujía para motores de combustión interna;Bosch;460,51;429
307;CP0307;Turbocompresor;Radiador para sistema de enfriamiento;Denso;93,59;345
308;CP0308;Disco de freno;Turbocompresor para motores diésel;Varta;480,37;302
309;CP0309;Radiador;Pastillas de freno para automóviles compactos;Mahle;22,5;64
310;CP0310;Batería;Bujía para motores de combustión interna;Monroe;402,54;396
311;CP0311;Amortiguador;Pastillas de freno para automóviles compactos;Brembo;358,44;457
312;CP0312;Radiador;Batería de 12V para coche eléctrico;Mahle;329,57;231
313;CP0313;Amortiguador;Turbocompresor para motores diésel;Valeo;116,14;235
314;CP0314;Batería;Turbocompresor para motores diésel;Valeo;127,89;338
315;CP0315;Correa de distribución;Disco de freno ventilado;Magneti Marelli;458,35;302
316;CP0316;Pastillas de freno;Radiador para sistema de enfriamiento;Denso;163,37;490
317;CP0317;Batería;Correa de distribución de alta resistencia;NGK;413,87;259
318;CP0318;Alternador;Turbocompresor para motores diésel;Valeo;287,91;69
319;CP0319;Radiador;Disco de freno ventilado;NGK;64,1;494
320;CP0320;Bujía;Batería de 12V para coche eléctrico;Brembo;338,3;256
321;CP0321;Filtro de aire;Alternador de 120A para vehículos ligeros;Brembo;31,07;3
322;CP0322;Alternador;Disco de freno ventilado;Delphi;115,48;272
323;CP0323;Turbocompresor;Turbocompresor para motores diésel;Denso;260,31;377
324;CP0324;Turbocompresor;Correa de distribución de alta resistencia;Monroe;27,73;25
325;CP0325;Bujía;Bujía para motores de combustión interna;Bosch;203,46;284
326;CP0326;Bujía;Bujía para motores de combustión interna;Varta;439,11;479
327;CP0327;Disco de freno;Disco de freno ventilado;Valeo;433,69;222
328;CP0328;Amortiguador;Amortiguador hidráulico para suspensión delantera;Monroe;387,9;430
329;CP0329;Disco de freno;Correa de distribución de alta resistencia;Delphi;158,8;300
330;CP0330;Batería;Alternador de 120A para vehículos ligeros;Varta;47,76;248
331;CP0331;Pastillas de freno;Amortiguador hidráulico para suspensión delantera;Denso;231,09;474
332;CP0332;Radiador;Correa de distribución de alta resistencia;Varta;187,62;261
333;CP0333;Bujía;Radiador para sistema de enfriamiento;Mahle;149,34;400
334;CP0334;Amortiguador;Alternador de 120A para vehículos ligeros;Mahle;393,33;472
335;CP0335;Radiador;Correa de distribución de alta resistencia;Bosch;371,09;467
336;CP0336;Batería;Correa de distribución de alta resistencia;Varta;125,08;91
337;CP0337;Pastillas de freno;Bujía para motores de combustión interna;Denso;187,3;355
338;CP0338;Alternador;Radiador para sistema de enfriamiento;Monroe;486,07;297
339;CP0339;Disco de freno;Correa de distribución de alta resistencia;Bosch;498,9;89
340;CP0340;Batería;Radiador para sistema de enfriamiento;NGK;389,06;375
341;CP0341;Turbocompresor;Batería de 12V para coche eléctrico;Delphi;367,57;418
342;CP0342;Disco de freno;Radiador para sistema de enfriamiento;Varta;275,55;66
343;CP0343;Filtro de aire;Pastillas de freno para automóviles compactos;Brembo;399,01;54
344;CP0344;Disco de freno;Alternador de 120A para vehículos ligeros;Valeo;79,53;199
345;CP0345;Batería;Bujía para motores de combustión interna;Magneti Marelli;466,54;337
346;CP0346;Bujía;Bujía para motores de combustión interna;Varta;16,84;308
